Kt*_C_A_Cha,ΔKt*_C_A_Cha,Kt*_Cy_A_Cha,ΔKt*_Cy_A_Cha,Kt*_I_A_Cha,ΔKt*_I_A_Cha,Kt*_AD_A_Cha,ΔKt*_AD_A_Cha
0.9195,0.0002,,,,,0.9195,0.0002
0.9197,-0.1300,,,,,0.9197,-0.1300
0.7897,-0.4695,,,,,0.7897,-0.4695
0.3202,0.4874,,,,,0.3202,0.4874
0.8076,0.1676,,,,,0.8076,0.1676
0.9752,0.0314,,,,,0.9752,0.0314
0.9506,-0.4478,,,,,0.9506,-0.4478
0.5028,0.5056,,,,,0.5028,0.5056
0.9892,-0.0892,,,,,0.9892,-0.0892
0.8999,0.0139,,,,,0.8999,0.0139
0.9138,-0.9138,,,,,0.9138,-0.9138
0.5461,0.1232,,,,,0.5461,0.1232
0.6693,0.1968,,,,,0.6693,0.1968
0.8661,-0.5265,,,,,0.8661,-0.5265
0.3397,-0.0788,,,,,0.3397,-0.0788
0.2609,0.0141,,,,,0.2609,0.0141
0.2749,0.0511,,,,,0.2749,0.0511
0.3260,0.1053,,,,,0.3260,0.1053
0.4313,0.1017,,,,,0.4313,0.1017
0.5331,0.0025,,,,,0.5331,0.0025
0.5356,0.0677,,,,,0.5356,0.0677
0.6033,0.2114,,,,,0.6033,0.2114
0.8147,0.0244,,,,,0.8147,0.0244
0.8391,0.0001,,,,,0.8391,0.0001
0.8392,0.0312,,,,,0.8392,0.0312
0.8704,0.0383,,,,,0.8704,0.0383
0.9087,-0.9087,,,,,0.9087,-0.9087
0.2897,0.0691,,,,,0.2897,0.0691
0.3588,0.0459,,,,,0.3588,0.0459
0.4047,0.0933,,,,,0.4047,0.0933
0.4980,0.0725,,,,,0.4980,0.0725
0.5705,0.0300,,,,,0.5705,0.0300
0.6005,0.0292,,,,,0.6005,0.0292
0.6297,0.0061,,,,,0.6297,0.0061
0.6358,0.0225,,,,,0.6358,0.0225
0.6583,0.0229,,,,,0.6583,0.0229
0.6812,0.0504,,,,,0.6812,0.0504
0.7316,-0.0885,,,,,0.7316,-0.0885
0.6431,0.1006,,,,,0.6431,0.1006
0.7437,0.0136,,,,,0.7437,0.0136
0.7572,0.0088,,,,,0.7572,0.0088
0.7661,0.0066,,,,,0.7661,0.0066
0.7727,0.0056,,,,,0.7727,0.0056
0.7783,0.0058,,,,,0.7783,0.0058
0.7840,0.0119,,,,,0.7840,0.0119
0.7959,0.0081,,,,,0.7959,0.0081
0.8040,0.0073,,,,,0.8040,0.0073
0.8113,0.0016,,,,,0.8113,0.0016
0.8129,0.0093,,,,,0.8129,0.0093
0.8222,0.0097,,,,,0.8222,0.0097
0.8319,-0.0015,,,,,0.8319,-0.0015
0.8304,0.0025,,,,,0.8304,0.0025
0.8330,0.0092,,,,,0.8330,0.0092
0.8422,-0.0191,,,,,0.8422,-0.0191
0.8231,0.0020,,,,,0.8231,0.0020
0.8251,0.0239,,,,,0.8251,0.0239
0.8490,-0.0055,,,,,0.8490,-0.0055
0.8436,0.0040,,,,,0.8436,0.0040
0.8476,0.0049,,,,,0.8476,0.0049
0.8525,-0.0076,,,,,0.8525,-0.0076
0.8449,0.0087,,,,,0.8449,0.0087
0.8536,0.0084,,,,,0.8536,0.0084
0.8620,-0.0007,,,,,0.8620,-0.0007
0.8613,0.0025,,,,,0.8613,0.0025
0.8638,-0.0013,,,,,0.8638,-0.0013
0.8625,-0.0068,,,,,0.8625,-0.0068
0.8557,0.0105,,,,,0.8557,0.0105
0.8662,0.0086,,,,,0.8662,0.0086
0.8749,-0.0125,,,,,0.8749,-0.0125
0.8623,-0.0616,,,,,0.8623,-0.0616
0.8008,-0.0675,,,,,0.8008,-0.0675
0.7333,0.1438,,,,,0.7333,0.1438
0.8771,-0.0662,,,,,0.8771,-0.0662
0.8108,-0.0747,,,,,0.8108,-0.0747
0.7362,0.0022,,,,,0.7362,0.0022
0.7384,0.0697,,,,,0.7384,0.0697
0.8081,-0.4053,,,,,0.8081,-0.4053
0.4029,0.4762,,,,,0.4029,0.4762
0.8790,0.0007,,,,,0.8790,0.0007
0.8797,-0.1277,,,,,0.8797,-0.1277
0.7520,0.1812,,,,,0.7520,0.1812
0.9332,0.0273,,,,,0.9332,0.0273
0.9605,-0.0216,,,,,0.9605,-0.0216
0.9389,-0.0504,,,,,0.9389,-0.0504
0.8885,-0.0176,,,,,0.8885,-0.0176
0.8710,-0.0124,,,,,0.8710,-0.0124
0.8585,0.0250,,,,,0.8585,0.0250
0.8835,-0.0041,,,,,0.8835,-0.0041
0.8795,-0.0793,,,,,0.8795,-0.0793
0.8001,-0.0365,,,,,0.8001,-0.0365
0.7636,0.0051,,,,,0.7636,0.0051
0.7687,0.0191,,,,,0.7687,0.0191
0.7878,0.0156,,,,,0.7878,0.0156
0.8035,0.0029,,,,,0.8035,0.0029
0.8063,0.1363,,,,,0.8063,0.1363
0.9426,-0.9426,,,,,0.9426,-0.9426
0.4455,0.1023,,,,,0.4455,0.1023
0.5478,0.0646,,,,,0.5478,0.0646
0.6124,0.0558,,,,,0.6124,0.0558
0.6681,0.0415,,,,,0.6681,0.0415
0.7097,0.0286,,,,,0.7097,0.0286
0.7383,0.0199,,,,,0.7383,0.0199
0.7582,0.0222,,,,,0.7582,0.0222
0.7804,0.0229,,,,,0.7804,0.0229
0.8033,0.0177,,,,,0.8033,0.0177
0.8210,0.0069,,,,,0.8210,0.0069
0.8279,0.0144,,,,,0.8279,0.0144
0.8423,0.0142,,,,,0.8423,0.0142
0.8565,0.0014,,,,,0.8565,0.0014
0.8579,0.0106,,,,,0.8579,0.0106
0.8685,0.0107,,,,,0.8685,0.0107
0.8792,0.0102,,,,,0.8792,0.0102
0.8894,0.0029,,,,,0.8894,0.0029
0.8923,0.0035,,,,,0.8923,0.0035
0.8958,0.0038,,,,,0.8958,0.0038
0.8996,0.0118,,,,,0.8996,0.0118
0.9115,0.0045,,,,,0.9115,0.0045
0.9160,0.0012,,,,,0.9160,0.0012
0.9172,0.0057,,,,,0.9172,0.0057
0.9229,0.0002,,,,,0.9229,0.0002
0.9231,0.0059,,,,,0.9231,0.0059
0.9289,0.0050,,,,,0.9289,0.0050
0.9339,-0.0008,,,,,0.9339,-0.0008
0.9331,0.0047,,,,,0.9331,0.0047
0.9378,0.0025,,,,,0.9378,0.0025
0.9402,-0.0006,,,,,0.9402,-0.0006
0.9396,0.0081,,,,,0.9396,0.0081
0.9478,0.0050,,,,,0.9478,0.0050
0.9528,0.0054,,,,,0.9528,0.0054
0.9582,0.0153,,,,,0.9582,0.0153
0.9735,0.0328,,,,,0.9735,0.0328
1.0063,-1.0063,,,,,1.0063,-1.0063
0.7813,0.2029,,,,,0.7813,0.2029
0.9842,-0.2115,,,,,0.9842,-0.2115
0.7727,-0.0336,,,,,0.7727,-0.0336
0.7391,-0.7391,,,,,0.7391,-0.7391
0.8713,-0.2586,,,,,0.8713,-0.2586
0.6127,-0.6127,,,,,0.6127,-0.6127
0.9155,-0.2156,,,,,0.9155,-0.2156
0.6999,-0.6999,,,,,0.6999,-0.6999
0.4850,0.2297,,,,,0.4850,0.2297
0.7147,-0.7147,,,,,0.7147,-0.7147
0.6732,-0.4082,,,,,0.6732,-0.4082
0.2650,-0.2650,,,,,0.2650,-0.2650
0.9397,-0.9397,,,,,0.9397,-0.9397
0.5172,0.0919,,,,,0.5172,0.0919
0.6092,0.0560,,,,,0.6092,0.0560
0.6651,0.0817,,,,,0.6651,0.0817
0.7469,0.0278,,,,,0.7469,0.0278
0.7746,0.0185,,,,,0.7746,0.0185
0.7931,0.0089,,,,,0.7931,0.0089
0.8020,0.0051,,,,,0.8020,0.0051
0.8071,0.0256,,,,,0.8071,0.0256
0.8326,0.0176,,,,,0.8326,0.0176
0.8503,0.0098,,,,,0.8503,0.0098
0.8601,0.0142,,,,,0.8601,0.0142
0.8743,0.0108,,,,,0.8743,0.0108
0.8851,0.0120,,,,,0.8851,0.0120
0.8972,0.0139,,,,,0.8972,0.0139
0.9110,-0.0701,,,,,0.9110,-0.0701
0.8409,-0.0271,,,,,0.8409,-0.0271
0.8138,0.0287,,,,,0.8138,0.0287
0.8425,0.0971,,,,,0.8425,0.0971
0.9396,-0.0179,,,,,0.9396,-0.0179
0.9217,-0.0076,,,,,0.9217,-0.0076
0.9141,0.0286,,,,,0.9141,0.0286
0.9427,-0.0133,,,,,0.9427,-0.0133
0.9295,0.0008,,,,,0.9295,0.0008
0.9303,-0.0102,,,,,0.9303,-0.0102
0.9201,-0.0188,,,,,0.9201,-0.0188
0.9012,0.0236,,,,,0.9012,0.0236
0.9249,-0.0020,,,,,0.9249,-0.0020
0.9229,-0.0053,,,,,0.9229,-0.0053
0.9176,0.0005,,,,,0.9176,0.0005
0.9181,-0.0022,,,,,0.9181,-0.0022
0.9159,0.0042,,,,,0.9159,0.0042
0.9200,0.0038,,,,,0.9200,0.0038
0.9239,-0.0011,,,,,0.9239,-0.0011
0.9228,-0.0622,,,,,0.9228,-0.0622
0.8605,0.0633,,,,,0.8605,0.0633
0.9239,-0.0029,,,,,0.9239,-0.0029
0.9210,-0.0045,,,,,0.9210,-0.0045
0.9165,0.0139,,,,,0.9165,0.0139
0.9304,-0.0492,,,,,0.9304,-0.0492
0.8812,0.0676,,,,,0.8812,0.0676
0.9489,-0.0070,,,,,0.9489,-0.0070
0.9419,0.0064,,,,,0.9419,0.0064
0.9483,0.0149,,,,,0.9483,0.0149
0.9632,0.0239,,,,,0.9632,0.0239
0.9871,-0.9871,,,,,0.9871,-0.9871
0.9226,0.0431,,,,,0.9226,0.0431
0.9657,0.0358,,,,,0.9657,0.0358
0.8197,-0.5553,,,,,0.8197,-0.5553
0.2644,-0.0028,,,,,0.2644,-0.0028
0.2616,0.0010,,,,,0.2616,0.0010
0.2625,0.2683,,,,,0.2625,0.2683
0.5309,-0.3326,,,,,0.5309,-0.3326
0.1983,-0.0236,,,,,0.1983,-0.0236
0.1746,0.0191,,,,,0.1746,0.0191
0.1937,0.0572,,,,,0.1937,0.0572
0.2509,0.1039,,,,,0.2509,0.1039
0.3548,0.2900,,,,,0.3548,0.2900
0.6448,0.0776,,,,,0.6448,0.0776
0.7224,0.0143,,,,,0.7224,0.0143
0.7367,0.0275,,,,,0.7367,0.0275
0.7642,-0.0073,,,,,0.7642,-0.0073
0.7569,0.0316,,,,,0.7569,0.0316
0.7885,0.0465,,,,,0.7885,0.0465
0.8350,0.0893,,,,,0.8350,0.0893
0.9243,-0.9243,,,,,0.9243,-0.9243
0.6436,0.0552,,,,,0.6436,0.0552
0.6988,0.0458,,,,,0.6988,0.0458
0.7446,0.0200,,,,,0.7446,0.0200
0.7646,0.0205,,,,,0.7646,0.0205
0.7850,0.0174,,,,,0.7850,0.0174
0.8024,0.0085,,,,,0.8024,0.0085
0.8110,0.0078,,,,,0.8110,0.0078
0.8188,0.0154,,,,,0.8188,0.0154
0.8342,0.0131,,,,,0.8342,0.0131
0.8473,0.0114,,,,,0.8473,0.0114
0.8587,0.0047,,,,,0.8587,0.0047
0.8634,0.0141,,,,,0.8634,0.0141
0.8774,0.0200,,,,,0.8774,0.0200
0.8974,-0.0004,,,,,0.8974,-0.0004
0.8970,0.0046,,,,,0.8970,0.0046
0.9016,0.0030,,,,,0.9016,0.0030
0.9045,0.0017,,,,,0.9045,0.0017
0.9062,0.0052,,,,,0.9062,0.0052
0.9114,0.0247,,,,,0.9114,0.0247
0.9361,0.0052,,,,,0.9361,0.0052
0.9412,0.0025,,,,,0.9412,0.0025
0.9437,0.0026,,,,,0.9437,0.0026
0.9463,0.0208,,,,,0.9463,0.0208
0.9671,0.0039,,,,,0.9671,0.0039
0.9710,-0.1929,,,,,0.9710,-0.1929
0.7781,0.1786,,,,,0.7781,0.1786
0.9567,0.0038,,,,,0.9567,0.0038
0.9605,-0.0114,,,,,0.9605,-0.0114
0.9491,-0.0117,,,,,0.9491,-0.0117
0.9374,0.0128,,,,,0.9374,0.0128
0.9502,0.0156,,,,,0.9502,0.0156
0.9658,0.0081,,,,,0.9658,0.0081
0.9739,-0.0152,,,,,0.9739,-0.0152
0.9587,0.0078,,,,,0.9587,0.0078
0.9665,-0.0116,,,,,0.9665,-0.0116
0.9549,-0.0483,,,,,0.9549,-0.0483
0.9066,0.0614,,,,,0.9066,0.0614
0.9679,-0.0239,,,,,0.9679,-0.0239
0.9440,-0.3768,,,,,0.9440,-0.3768
0.5672,0.3495,,,,,0.5672,0.3495
0.9167,-0.2686,,,,,0.9167,-0.2686
0.6481,0.2419,,,,,0.6481,0.2419
0.8900,-0.1280,,,,,0.8900,-0.1280
0.7620,-0.7620,,,,,0.7620,-0.7620
0.7450,0.0706,,,,,0.7450,0.0706
0.8156,-0.0982,,,,,0.8156,-0.0982
0.7174,0.2713,,,,,0.7174,0.2713
0.9887,-0.0050,,,,,0.9887,-0.0050
0.9837,-0.1510,,,,,0.9837,-0.1510
0.8327,0.1412,,,,,0.8327,0.1412
0.9739,-0.2417,,,,,0.9739,-0.2417
0.7323,0.1989,,,,,0.7323,0.1989
0.9312,0.0486,,,,,0.9312,0.0486
0.9798,-0.9798,,,,,0.9798,-0.9798
0.8695,0.0033,,,,,0.8695,0.0033
0.8727,-0.0447,,,,,0.8727,-0.0447
0.8280,-0.2374,,,,,0.8280,-0.2374
0.5906,-0.2797,,,,,0.5906,-0.2797
0.3109,0.4917,,,,,0.3109,0.4917
0.8026,-0.8026,,,,,0.8026,-0.8026
0.5219,-0.0206,,,,,0.5219,-0.0206
0.5014,0.1155,,,,,0.5014,0.1155
0.6168,0.0995,,,,,0.6168,0.0995
0.7163,-0.0053,,,,,0.7163,-0.0053
0.7110,0.0186,,,,,0.7110,0.0186
0.7296,0.1069,,,,,0.7296,0.1069
0.8365,-0.0486,,,,,0.8365,-0.0486
0.7879,0.0373,,,,,0.7879,0.0373
0.8252,-0.0307,,,,,0.8252,-0.0307
0.7945,-0.1401,,,,,0.7945,-0.1401
0.6545,0.0951,,,,,0.6545,0.0951
0.7496,-0.1706,,,,,0.7496,-0.1706
0.5790,-0.1443,,,,,0.5790,-0.1443
0.4347,0.0345,,,,,0.4347,0.0345
0.4692,0.2788,,,,,0.4692,0.2788
0.7479,0.2201,,,,,0.7479,0.2201
0.9680,-0.1584,,,,,0.9680,-0.1584
0.8097,-0.0896,,,,,0.8097,-0.0896
0.7200,-0.0577,,,,,0.7200,-0.0577
0.6624,0.1087,,,,,0.6624,0.1087
0.7710,0.0647,,,,,0.7710,0.0647
0.8357,-0.0089,,,,,0.8357,-0.0089
0.8268,-0.1262,,,,,0.8268,-0.1262
0.7006,0.0968,,,,,0.7006,0.0968
0.7974,-0.0230,,,,,0.7974,-0.0230
0.7744,0.0157,,,,,0.7744,0.0157
0.7901,0.0233,,,,,0.7901,0.0233
0.8134,-0.1288,,,,,0.8134,-0.1288
0.6846,0.1484,,,,,0.6846,0.1484
0.8330,-0.1846,,,,,0.8330,-0.1846
0.6485,0.1686,,,,,0.6485,0.1686
0.8170,-0.4073,,,,,0.8170,-0.4073
0.4098,0.4458,,,,,0.4098,0.4458
0.8556,0.0568,,,,,0.8556,0.0568
0.9124,0.0581,,,,,0.9124,0.0581
0.9705,-0.0307,,,,,0.9705,-0.0307
0.9398,-0.1174,,,,,0.9398,-0.1174
0.8223,-0.0480,,,,,0.8223,-0.0480
0.7743,-0.7743,,,,,0.7743,-0.7743
0.9051,-0.0930,,,,,0.9051,-0.0930
0.8120,-0.8120,,,,,0.8120,-0.8120
0.6737,0.1341,,,,,0.6737,0.1341
0.8078,0.0220,,,,,0.8078,0.0220
0.8298,-0.8298,,,,,0.8298,-0.8298
0.3916,0.5152,,,,,0.3916,0.5152
0.9068,-0.9068,,,,,0.9068,-0.9068
0.9499,-0.9499,,,,,0.9499,-0.9499
0.6685,0.0519,,,,,0.6685,0.0519
0.7204,0.0396,,,,,0.7204,0.0396
0.7600,0.0317,,,,,0.7600,0.0317
0.7917,0.0212,,,,,0.7917,0.0212
0.8129,0.0191,,,,,0.8129,0.0191
0.8321,0.0168,,,,,0.8321,0.0168
0.8489,0.0078,,,,,0.8489,0.0078
0.8567,0.0153,,,,,0.8567,0.0153
0.8721,0.0167,,,,,0.8721,0.0167
0.8887,0.0064,,,,,0.8887,0.0064
0.8951,0.0093,,,,,0.8951,0.0093
0.9044,0.0041,,,,,0.9044,0.0041
0.9084,0.0032,,,,,0.9084,0.0032
0.9117,0.0118,,,,,0.9117,0.0118
0.9235,0.0061,,,,,0.9235,0.0061
0.9295,0.0032,,,,,0.9295,0.0032
0.9327,0.0089,,,,,0.9327,0.0089
0.9416,0.0015,,,,,0.9416,0.0015
0.9431,0.0002,,,,,0.9431,0.0002
0.9433,0.0103,,,,,0.9433,0.0103
0.9536,-0.0004,,,,,0.9536,-0.0004
0.9532,0.0090,,,,,0.9532,0.0090
0.9622,-0.0027,,,,,0.9622,-0.0027
0.9594,-0.0029,,,,,0.9594,-0.0029
0.9565,0.0028,,,,,0.9565,0.0028
0.9593,-0.0014,,,,,0.9593,-0.0014
0.9579,0.0087,,,,,0.9579,0.0087
0.9666,-0.0028,,,,,0.9666,-0.0028
0.9638,-0.0052,,,,,0.9638,-0.0052
0.9586,0.0021,,,,,0.9586,0.0021
0.9607,0.0010,,,,,0.9607,0.0010
0.9618,0.0011,,,,,0.9618,0.0011
0.9628,0.0013,,,,,0.9628,0.0013
0.9642,0.0106,,,,,0.9642,0.0106
0.9747,0.0009,,,,,0.9747,0.0009
0.9756,0.0070,,,,,0.9756,0.0070
0.9827,0.0161,,,,,0.9827,0.0161
0.9987,0.0049,,,,,0.9987,0.0049
0.6786,0.1867,,,,,0.6786,0.1867
0.8653,-0.0165,,,,,0.8653,-0.0165
0.8488,-0.5462,,,,,0.8488,-0.5462
0.3026,0.3792,,,,,0.3026,0.3792
0.6819,0.2497,,,,,0.6819,0.2497
0.9316,-0.9316,,,,,0.9316,-0.9316
0.5532,-0.0091,,,,,0.5532,-0.0091
0.5441,-0.5441,,,,,0.5441,-0.5441
0.9826,-0.9826,,,,,0.9826,-0.9826
0.8995,0.0053,,,,,0.8995,0.0053
0.9047,-0.9047,,,,,0.9047,-0.9047
0.5757,0.0265,,,,,0.5757,0.0265
0.6022,-0.6022,,,,,0.6022,-0.6022
0.9736,-0.4481,,,,,0.9736,-0.4481
0.5256,0.1055,,,,,0.5256,0.1055
0.6311,0.2140,,,,,0.6311,0.2140
0.8450,-0.8450,,,,,0.8450,-0.8450
0.6144,0.0699,,,,,0.6144,0.0699
0.6843,0.0458,,,,,0.6843,0.0458
0.7301,-0.0375,,,,,0.7301,-0.0375
0.6926,-0.2161,,,,,0.6926,-0.2161
0.4765,0.3103,,,,,0.4765,0.3103
0.7868,0.0394,,,,,0.7868,0.0394
0.8262,0.0211,,,,,0.8262,0.0211
0.8473,0.0127,,,,,0.8473,0.0127
0.8601,0.0186,,,,,0.8601,0.0186
0.8787,0.0062,,,,,0.8787,0.0062
0.8849,0.0076,,,,,0.8849,0.0076
0.8925,0.0103,,,,,0.8925,0.0103
0.9027,0.0123,,,,,0.9027,0.0123
0.9150,0.0047,,,,,0.9150,0.0047
0.9197,0.0071,,,,,0.9197,0.0071
0.9268,0.0052,,,,,0.9268,0.0052
0.9320,0.0070,,,,,0.9320,0.0070
0.9390,0.0034,,,,,0.9390,0.0034
0.9424,-0.0068,,,,,0.9424,-0.0068
0.9357,0.0100,,,,,0.9357,0.0100
0.9457,-0.1621,,,,,0.9457,-0.1621
0.7836,0.0496,,,,,0.7836,0.0496
0.8332,0.1741,,,,,0.8332,0.1741
0.8003,0.1214,,,,,0.8003,0.1214
0.9218,-0.1422,,,,,0.9218,-0.1422
0.7796,-0.3522,,,,,0.7796,-0.3522
0.4273,0.3613,,,,,0.4273,0.3613
0.7886,-0.5005,,,,,0.7886,-0.5005
0.2881,0.4054,,,,,0.2881,0.4054
0.6935,-0.6935,,,,,0.6935,-0.6935
0.9695,-0.1662,,,,,0.9695,-0.1662
0.8033,-0.2577,,,,,0.8033,-0.2577
0.5456,-0.5456,,,,,0.5456,-0.5456
0.5026,0.2796,,,,,0.5026,0.2796
0.7822,-0.7822,,,,,0.7822,-0.7822
0.9476,-0.2829,,,,,0.9476,-0.2829
0.6646,-0.6646,,,,,0.6646,-0.6646
0.7680,-0.2306,,,,,0.7680,-0.2306
0.5374,-0.5374,,,,,0.5374,-0.5374
0.4663,0.2138,,,,,0.4663,0.2138
0.6801,-0.6801,,,,,0.6801,-0.6801
0.5829,-0.2812,,,,,0.5829,-0.2812
0.3017,-0.3017,,,,,0.3017,-0.3017
0.8080,0.0376,,,,,0.8080,0.0376
0.8457,0.0230,,,,,0.8457,0.0230
0.8686,0.0123,,,,,0.8686,0.0123
0.8809,0.0101,,,,,0.8809,0.0101
0.8910,0.0207,,,,,0.8910,0.0207
0.9117,0.0074,,,,,0.9117,0.0074
0.9191,0.0056,,,,,0.9191,0.0056
0.9247,0.0060,,,,,0.9247,0.0060
0.9306,0.0085,,,,,0.9306,0.0085
0.9391,0.0023,,,,,0.9391,0.0023
0.9414,0.0055,,,,,0.9414,0.0055
0.9468,0.0022,,,,,0.9468,0.0022
0.9491,0.0052,,,,,0.9491,0.0052
0.9542,0.0010,,,,,0.9542,0.0010
0.9552,0.0057,,,,,0.9552,0.0057
0.9609,0.0045,,,,,0.9609,0.0045
0.9654,0.0036,,,,,0.9654,0.0036
0.9690,-0.0017,,,,,0.9690,-0.0017
0.9673,0.0010,,,,,0.9673,0.0010
0.9683,0.0025,,,,,0.9683,0.0025
0.9708,0.0041,,,,,0.9708,0.0041
0.9748,-0.0019,,,,,0.9748,-0.0019
0.9730,0.0127,,,,,0.9730,0.0127
0.9857,0.0193,,,,,0.9857,0.0193
0.7560,0.2382,,,,,0.7560,0.2382
0.9942,-0.4514,,,,,0.9942,-0.4514
0.5428,0.3690,,,,,0.5428,0.3690
0.9119,-0.9119,,,,,0.9119,-0.9119
0.9192,-0.4551,,,,,0.9192,-0.4551
0.4641,0.4344,,,,,0.4641,0.4344
0.8985,-0.8985,,,,,0.8985,-0.8985
0.7120,-0.3208,,,,,0.7120,-0.3208
0.3912,0.2461,,,,,0.3912,0.2461
0.6373,-0.3455,,,,,0.6373,-0.3455
0.2919,0.3447,,,,,0.2919,0.3447
0.6366,-0.3960,,,,,0.6366,-0.3960
0.2406,0.3374,,,,,0.2406,0.3374
0.5780,-0.5780,,,,,0.5780,-0.5780
0.6708,-0.6708,,,,,0.6708,-0.6708
0.5710,0.0035,,,,,0.5710,0.0035
0.5745,-0.2083,,,,,0.5745,-0.2083
0.3662,0.0001,,,,,0.3662,0.0001
0.3663,0.5247,,,,,0.3663,0.5247
0.8910,0.0256,,,,,0.8910,0.0256
0.9166,-0.9166,,,,,0.9166,-0.9166
0.5252,-0.1360,,,,,0.5252,-0.1360
0.3892,0.0176,,,,,0.3892,0.0176
0.4068,0.1007,,,,,0.4068,0.1007
0.5075,0.1020,,,,,0.5075,0.1020
0.6094,-0.0673,,,,,0.6094,-0.0673
0.5422,-0.0562,,,,,0.5422,-0.0562
0.4860,0.1283,,,,,0.4860,0.1283
0.6143,-0.6143,,,,,0.6143,-0.6143
0.7909,0.0437,,,,,0.7909,0.0437
0.8346,0.1552,,,,,0.8346,0.1552
0.9898,-0.9898,,,,,0.9898,-0.9898
0.6991,-0.0283,,,,,0.6991,-0.0283
0.6708,0.1308,,,,,0.6708,0.1308
0.8016,0.0229,,,,,0.8016,0.0229
0.8244,-0.0706,,,,,0.8244,-0.0706
0.7539,-0.7539,,,,,0.7539,-0.7539
0.8670,-0.2389,,,,,0.8670,-0.2389
0.6281,0.0236,,,,,0.6281,0.0236
0.6517,-0.0758,,,,,0.6517,-0.0758
0.5760,-0.0575,,,,,0.5760,-0.0575
0.5185,0.4020,,,,,0.5185,0.4020
0.9205,-0.9205,,,,,0.9205,-0.9205
0.7665,0.0755,,,,,0.7665,0.0755
0.8420,0.0216,,,,,0.8420,0.0216
0.8636,0.1057,,,,,0.8636,0.1057
0.9692,-0.0576,,,,,0.9692,-0.0576
0.9117,-0.1495,,,,,0.9117,-0.1495
0.7622,-0.0148,,,,,0.7622,-0.0148
0.7474,0.1128,,,,,0.7474,0.1128
0.8602,0.1195,,,,,0.8602,0.1195
0.9797,-0.0514,,,,,0.9797,-0.0514
0.9283,-0.1890,,,,,0.9283,-0.1890
0.7394,0.2679,,,,,0.7394,0.2679
0.9917,-0.0283,,,,,0.9917,-0.0283
0.9634,-0.9634,,,,,0.9634,-0.9634
0.9967,-0.9967,,,,,0.9967,-0.9967
0.9664,-0.3768,,,,,0.9664,-0.3768
0.5896,0.1983,,,,,0.5896,0.1983
0.7879,0.1791,,,,,0.7879,0.1791
0.9670,-0.1138,,,,,0.9670,-0.1138
0.8532,-0.1919,,,,,0.8532,-0.1919
0.6613,0.0817,,,,,0.6613,0.0817
0.7430,0.0283,,,,,0.7430,0.0283
0.7713,-0.7713,,,,,0.7713,-0.7713
0.6619,-0.2366,,,,,0.6619,-0.2366
0.4253,0.0265,,,,,0.4253,0.0265
0.4518,0.0125,,,,,0.4518,0.0125
0.4643,0.4536,,,,,0.4643,0.4536
0.9179,-0.1078,,,,,0.9179,-0.1078
0.8102,-0.8102,,,,,0.8102,-0.8102
0.8667,-0.1615,,,,,0.8667,-0.1615
0.7052,-0.7052,,,,,0.7052,-0.7052
0.8772,-0.8772,,,,,0.8772,-0.8772
0.9343,-0.9343,,,,,0.9343,-0.9343
0.8521,-0.0135,,,,,0.8521,-0.0135
0.8387,0.0250,,,,,0.8387,0.0250
0.8637,0.0400,,,,,0.8637,0.0400
0.9037,0.0157,,,,,0.9037,0.0157
0.9194,0.0094,,,,,0.9194,0.0094
0.9287,0.0175,,,,,0.9287,0.0175
0.9462,-0.0680,,,,,0.9462,-0.0680
0.8782,0.0395,,,,,0.8782,0.0395
0.9177,0.0388,,,,,0.9177,0.0388
0.9565,0.0033,,,,,0.9565,0.0033
0.9598,-0.0100,,,,,0.9598,-0.0100
0.9498,0.0177,,,,,0.9498,0.0177
0.9675,0.0150,,,,,0.9675,0.0150
0.9825,-0.0757,,,,,0.9825,-0.0757
0.9069,0.0849,,,,,0.9069,0.0849
0.9917,0.0019,,,,,0.9917,0.0019
0.9937,-0.0005,,,,,0.9937,-0.0005
0.9931,-0.0038,,,,,0.9931,-0.0038
0.9893,0.0007,,,,,0.9893,0.0007
0.9900,-0.0275,,,,,0.9900,-0.0275
0.9625,0.0117,,,,,0.9625,0.0117
0.9742,0.0110,,,,,0.9742,0.0110
0.9852,0.0043,,,,,0.9852,0.0043
0.9895,-0.0079,,,,,0.9895,-0.0079
0.9815,0.0206,,,,,0.9815,0.0206
0.9994,-0.0052,,,,,0.9994,-0.0052
0.9942,-0.0162,,,,,0.9942,-0.0162
0.9781,0.0125,,,,,0.9781,0.0125
0.9905,-0.4555,,,,,0.9905,-0.4555
0.5350,0.2681,,,,,0.5350,0.2681
0.8031,0.1950,,,,,0.8031,0.1950
0.9982,-0.0284,,,,,0.9982,-0.0284
0.9698,-0.1232,,,,,0.9698,-0.1232
0.8466,-0.1272,,,,,0.8466,-0.1272
0.7194,-0.1708,,,,,0.7194,-0.1708
0.5487,0.1589,,,,,0.5487,0.1589
0.7076,0.2632,,,,,0.7076,0.2632
0.9708,-0.0109,,,,,0.9708,-0.0109
0.9599,-0.9599,,,,,0.9599,-0.9599
0.5605,-0.1358,,,,,0.5605,-0.1358
0.4247,0.3100,,,,,0.4247,0.3100
0.7346,0.1115,,,,,0.7346,0.1115
0.8461,-0.1684,,,,,0.8461,-0.1684
0.6777,0.3321,,,,,0.6777,0.3321
0.8896,-0.1470,,,,,0.8896,-0.1470
0.7427,-0.0979,,,,,0.7427,-0.0979
